word,definition,x,y,z,cluster
SAHIBAHS,"'SAHIBAH, (Hindi) a lady sahib, also SAHIBA [n]'",1.5530667,-0.12023975,-0.13574451,81
SAHIBAS,"'SAHIBA, (Hindi) a lady sahib, also SAHIBAH [n]'",1.5105153,-0.13527328,-0.10909472,81
SAHIBS,"'SAHIB, (Hindi) a term of respect in colonial India, also SAHEB [n]'",1.5238434,-0.13855107,-0.11343852,81
SAHIWAL,'(Punjabi) any of a breed of humped dairy cattle [n -S]',0.62367404,3.9192529,4.7155647,-1
SAHIWALS,"'SAHIWAL, (Punjabi) any of a breed of humped dairy cattle [n]'",0.6123833,3.9248092,4.7005467,-1
SAICE,"'(Arabic) a male servant in India, also SYCE, SICE [n -S]'",0.83237875,-0.40134653,0.7853257,64
SAICES,"'SAICE, (Arabic) a male servant in India, also SYCE, SICE [n]'",0.7726796,-0.42233077,0.82575905,64
SAKTI,'(Hindu) the wife of a god in Hinduism [n -S]',2.4848428,3.6294026,-0.43647546,-1
SAKTIS,"'SAKTI, (Hindu) the wife of a god in Hinduism [n]'",2.5837662,3.586733,-0.4820425,-1
SAL,'a large North Indian tree [n -S]',0.58502454,2.7662177,7.871241,-1
SALS,"'SAL, a large North Indian tree [n]'",-0.15051216,1.9856279,7.912281,-1
SALWAR,"'(Urdu) a long tunic worn over a pair of baggy trousers, worn by women in Pakistan [n -S]'",-1.3085066,-0.32876086,0.5884179,80
SALWARS,"'SALWAR, (Urdu) a long tunic worn over a pair of baggy trousers, worn by women in Pakistan [n]'",-1.2948118,-0.3307456,0.544333,80
SAMADHI,'(Sanskrit) a state of oneness with the infinite [n -S]',2.2255363,3.736545,-1.3192762,-1
SAMADHIS,"'SAMADHI, (Sanskrit) a state of oneness with the infinite [n]'",2.2724984,3.8760583,-1.3954691,-1
SAMAJ,'(Hindi) an official association [n -ES]',1.8535825,0.55574477,0.77945554,-1
SAMAJES,"'SAMAJ, (Hindi) an official association [n]'",2.0283153,0.52311283,0.8998644,-1
SAMBAR,"'(Hindi) a large Asian deer, also SAMBHAR, SAMBHUR, SAMBUR [n -S]'",0.4505683,4.3052135,5.5772405,96
SAMBARS,"'SAMBAR, (Hindi) a large Asian deer, also SAMBHAR, SAMBHUR, SAMBUR [n]'",0.4310367,4.3033175,5.6210556,96
SAMBHAR,"'(Hindi) a large Asian deer, also SAMBAR, SAMBHUR, SAMBUR [n -S]'",0.44425905,4.3180184,5.591494,96
SAMBHARS,"'SAMBHAR, (Hindi) a large Asian deer, also SAMBAR, SAMBHUR, SAMBUR [n]'",0.43657815,4.2891793,5.6042914,96
SAMBHUR,"'(Hindi) a large Asian deer, also SAMBAR, SAMBHAR, SAMBUR [n -S]'",0.44974583,4.3123975,5.5898533,96
SAMBHURS,"'SAMBHUR, (Hindi) a large Asian deer, also SAMBAR, SAMBHAR, SAMBUR [n]'",0.41040376,4.3090096,5.6498938,96
SAMBUR,"'(Hindi) a large Asian deer, also SAMBAR, SAMBHAR, SAMBHUR [n -S]'",0.41940457,4.3183417,5.6197977,96
SAMBURS,"'SAMBUR, (Hindi) a large Asian deer, also SAMBAR, SAMBHAR, SAMBHUR [n]'",0.4390248,4.2981906,5.637855,96
SAMITHI,"'(Hindi) a political organization, also SAMITI [n -S]'",2.0901234,0.47652948,0.9062332,-1
SAMITHIS,"'SAMITHI, (Hindi) a political organization, also SAMITI [n]'",2.135296,0.41606238,0.95985556,-1
SAMITI,"'(Hindi) a political organization, also SAMITHI [n -S]'",2.0698268,0.45417577,0.8948335,-1
SAMITIS,"'SAMITI, (Hindi) a political organization, also SAMITHI [n]'",2.1073039,0.44582316,0.9252586,-1
SAMMIES,"'SAMMY, (South African) an Indian fruit and vegetable seller who goes from house to house [n]'",0.7025498,-0.25806922,1.701563,-1
SAMMY,'(South African) an Indian fruit and vegetable seller who goes from house to house [n SAMMIES]',0.7927791,-0.1975794,1.6456131,-1
SAMOSA,"'(Hindi) a small, fried pastry turnover stuffed with spiced vegetables [n -S]'",-1.3889188,-1.7784837,9.087265,-1
SAMOSAS,"'SAMOSA, (Hindi) a small, fried pastry turnover stuffed with spiced vegetables [n]'",-1.4662019,-1.7475404,9.078689,-1
SAMSARA,"'(Sanskrit) the never-ending cycle of birth, death and rebirth [n -S]'",2.340213,3.6071815,-1.3968875,-1
SAMSARAS,"'SAMSARA, (Sanskrit) the never-ending cycle of birth, death and rebirth [n]'",2.3791134,3.7025187,-1.477492,-1
SAMSKARA,'(Sanskrit) a Hindu purification ceremony [n -S]',2.234209,3.5941896,-0.5174483,112
SAMSKARAS,"'SAMSKARA, (Sanskrit) a Hindu purification ceremony [n]'",2.1603012,3.3747525,-0.4532764,-1
SANDALWOOD,'a compact and fine-grained very fragrant East Indian wood; the parasitic tree yielding it [n -S]',0.8218222,2.617028,7.97887,-1
SANDALWOODS,"'SANDALWOOD, a compact and fine-grained very fragrant East Indian wood; the parasitic tree yielding it [n]'",0.80725384,2.4838495,8.022522,-1
SANDHI,"'(Sanskrit) the modification of a sound of a word by its context, e.g. the difference in pronunciation of 'the' in 'the house' and in 'the other house' [n -S]'",2.153225,3.3348525,-1.0938351,6
SANDHIS,"'SANDHI, (Sanskrit) the modification of a sound of a word by its context, e.g. the difference in pronunciation of 'the' in 'the house' and in 'the other house' [n]'",2.235337,3.3378725,-1.1166886,-1
SANGAT,"'(Sanskrit) a fellowship or assembly, also SANGHA, SANGHAT [n -S]'",2.0693536,2.6785202,-0.8642904,38
SANGATS,"'SANGAT, (Sanskrit) a fellowship or assembly, also SANGHA, SANGHAT [n]'",2.027242,2.661684,-0.8187452,38
SANGEET,'(Hindi) a kind of pre-wedding party in a Hindi or Sikh marriage [n -S]',0.1655983,1.9511206,0.66022956,-1
SANGEETS,"'SANGEET, (Hindi) a kind of pre-wedding party in a Hindi or Sikh marriage [n]'",0.16957374,1.9349939,0.6762692,-1
SANGH,'(Hindi) an association promoting unity between different groups in Hinduism [n -S]',1.4848158,2.286072,-0.13253291,-1
SANGHA,"'(Sanskrit) a fellowship or assembly, also SANGAT, SANGHAT [n -S]'",2.0156527,2.6534462,-0.8286416,38
SANGHAS,"'SANGHA, (Sanskrit) a fellowship or assembly, also SANGAT, SANGHAT [n]'",2.0431924,2.6418548,-0.8256209,38
SANGHAT,"'(Sanskrit) a fellowship or assembly, also SANGAT, SANGHA [n -S]'",2.0433269,2.6748009,-0.8194871,38
SANGHATS,"'SANGHAT, (Sanskrit) a fellowship or assembly, also SANGAT, SANGHA [n]'",2.0208344,2.6578186,-0.8437813,38
SANGHS,"'SANGH, (Hindi) an association promoting unity between different groups in Hinduism [n]'",1.9350969,2.5868356,-0.64009696,-1
SANNOP,"'(Native American) a married male in North American Indian societies, also SANNUP [n -S]'",0.45882565,6.183428,11.177922,-1
SANNOPS,"'SANNOP, (Native American) a married male in North American Indian societies, also SANNUP [n]'",0.4820727,6.1925387,11.172034,-1
SANNUP,"'(Native American) a married male in North American Indian societies, also SANNOP [n -S]'",0.4632798,6.2001867,11.211691,-1
SANNUPS,"'SANNUP, (Native American) a married male in North American Indian societies, also SANNOP [n]'",0.4876473,6.1860366,11.159649,-1
SANNYASI,"'(Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASIN, SANYASI [n -S]'",1.0282581,2.7065625,-1.020845,106
SANNYASIN,"'(Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASI, SANYASI [n -S]'",1.0190123,2.7001965,-1.024812,106
SANNYASINS,"'SANNYASIN, (Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASI, SANYASI [n]'",1.0339407,2.6995592,-0.983797,106
SANNYASIS,"'SANNYASI, (Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASIN, SANYASI [n]'",1.0316367,2.703288,-1.000284,106
SANT,"'(Hindi) in Sikhism, a devout person, a saint [n -S]'",0.5602389,2.6371975,0.0017672424,72
SANTS,"'SANT, (Hindi) in Sikhism, a devout person, a saint [n]'",0.5781315,2.6462953,-0.042480826,-1
SANYASI,"'(Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASI, SANNYASIN [n -S]'",1.048775,2.7151704,-1.0265518,106
SANYASIS,"'SANYASI, (Hindi) a Hindu ascetic or hermit who lives by begging, also SANNYASI, SANNYASIN [n]'",1.0471692,2.7040865,-0.9915142,106
SARANGI,"'(Hindi) an Indian stringed instrument, played like a fiddle [n -S]'",0.2178056,5.6187363,0.8754523,77
SARANGIS,"'SARANGI, (Hindi) an Indian stringed instrument, played like a fiddle [n]'",0.22150843,5.740008,0.8157001,-1
SARDAR,"'(Urdu) a native chief in Hindostan; a headman, also SIRDAR [n -S]'",0.4912539,-2.0667307,0.5872826,-1
SARDARS,"'SARDAR, (Urdu) a native chief in Hindostan; a headman, also SIRDAR [n]'",0.49692118,-2.0612793,0.5558949,-1
SAREE,"'(Hindi) an outer garment worn by Hindu women, also SARI [n -S]'",-1.181383,1.1478789,1.146828,89
SAREES,"'SAREE, (Hindi) an outer garment worn by Hindu women, also SARI [n]'",-1.0781521,1.2474196,1.0628216,-1
SARI,"'(Hindi) an outer garment worn by Hindu women, also SAREE [n -S]'",-1.2355596,1.094508,1.1697975,89
SARIS,"'SARI, (Hindi) an outer garment worn by Hindu women, also SAREE [n]'",-1.0926213,1.2236345,1.0877007,-1
SAROD,"'(Hindi) an Indian instrument like a cello, also SARODE [n -S]'",0.25298256,5.677302,0.83020705,-1
SARODE,"'(Hindi) an Indian instrument like a cello, also SAROD [n -S]'",0.24595104,5.6366334,0.8807049,-1
SARODES,"'SARODE, (Hindi) an Indian instrument like a cello, also SAROD [n]'",0.21557388,5.739837,0.8321837,-1
SARODIST,"'one who plays the sarod, an Indian instrument like a cello [n -S]'",0.275798,5.657796,0.8093298,-1
SARODISTS,"'SARODIST, one who plays the sarod, an Indian instrument like a cello [n]'",0.2400307,5.6767373,0.8515894,-1
SARODS,"'SAROD, (Hindi) an Indian instrument like a cello, also SARODE [n]'",0.28178227,5.694382,0.8090929,-1
SARPANCH,'(Hindi) the head of an Indian village [n -ES]',1.7449628,0.45953253,0.7063556,-1
SARPANCHES,"'SARPANCH, (Hindi) the head of an Indian village [n]'",1.986374,0.20090541,0.8285671,-1
SARUS,'(Hindi) a large redheaded crane found from India to the Philippines [n -ES]',1.4837255,3.725717,5.566062,-1
SARUSES,"'SARUS, (Hindi) a large redheaded crane found from India to the Philippines [n]'",1.5309671,3.765096,5.6117334,-1
SASIN,'(Nepali) the common Indian antelope [n -S]',0.7568173,4.10159,5.2033153,-1
SASINS,"'SASIN, (Nepali) the common Indian antelope [n]'",0.65836215,3.988406,5.3501644,-1
SASTRA,"'(Sanskrit) any of the sacred writings of Hinduism, also SHASTER, SHASTRA [n -S]'",2.2101538,3.9608662,-0.47810262,115
SASTRAS,"'SASTRA, (Sanskrit) any of the sacred writings of Hinduism, also SHASTER, SHASTRA [n]'",2.2219477,3.964794,-0.4864063,115
SATARA,'(Hindi) a ribbed lustred wool [n -S]',-1.5305536,-0.34162015,1.7796377,86
SATARAS,"'SATARA, (Hindi) a ribbed lustred wool [n]'",-1.9804351,-0.3775816,1.8867692,-1
SATI,"'(Sanskrit) the act of a Hindu widow willingly being cremated on the funeral pyre of her husband, also SUTTEE [n -S]'",2.6273954,2.0718875,-0.12140012,-1
SATINWOOD,"'a smooth, satiny ornamental wood from India [n -S]'",0.8196795,2.7134042,7.886721,-1
SATINWOODS,"'SATINWOOD, a smooth, satiny ornamental wood from India [n]'",0.811552,2.605017,7.9379206,-1
SATIS,"'SATI, (Sanskrit) the act of a Hindu widow willingly being cremated on the funeral pyre of her husband, also SUTTEE [n]'",2.6223493,1.9996872,-0.11123733,-1
SATSANG,'(Sanskrit) a sacred gathering in Hinduism [n -S]',2.2222757,3.6127393,-0.5573893,-1
SATSANGS,"'SATSANG, (Sanskrit) a sacred gathering in Hinduism [n]'",2.2196736,3.261899,-0.5431735,-1
SATYAGRAHA,'(Sanskrit) the policy of passive resistance inaugurated by Mohandas Gandhi in 1919 as a method of gaining political and social reforms [n -S]',2.4662576,2.326863,-1.0491335,-1
SATYAGRAHAS,"'SATYAGRAHA, (Sanskrit) the policy of passive resistance inaugurated by Mohandas Gandhi in 1919 as a method of gaining political and social reforms [n]'",2.4656699,2.3436573,-1.056386,-1
SATYAGRAHI,"'(Sanskrit) an exponent of satyagraha, passive resistance, esp. as a form of political protest [n -S]'",2.3841915,2.4651709,-1.0497051,-1
SATYAGRAHIS,"'SATYAGRAHI, (Sanskrit) an exponent of satyagraha, passive resistance, esp. as a form of political protest [n]'",2.435757,2.4367313,-1.0784637,-1
SAVARI,'(Hindi) a passenger [n -S]',1.4485896,0.7953977,1.5245174,-1
SAVARIS,"'SAVARI, (Hindi) a passenger [n]'",1.1832032,0.708252,1.6730593,-1
SCITAMINEOUS,"'of the Scitamineae, an order of monocotyledons including the banana, ginger, Indian shot, and arrowroot families [adj]'",0.6693533,2.486206,8.521733,-1
SEAWAN,"'(Native American) shell beads used by Algonquin Indians as money, also SEAWANT, SEWAN [n -S]'",-0.40608236,6.7168655,11.082146,12
SEAWANS,"'SEAWAN, (Native American) shell beads used by Algonquin Indians as money, also SEAWANT, SEWAN [n]'",-0.438756,6.7414207,11.086526,12
SEAWANT,"'(Native American) shell beads used by Algonquin Indians as money, also SEAWAN, SEWAN [n -S]'",-0.44857818,6.7538333,11.089584,12
SEAWANTS,"'SEAWANT, (Native American) shell beads used by Algonquin Indians as money, also SEAWAN, SEWAN [n]'",-0.43441555,6.751728,11.083238,12
SEBUNDIES,"'SEBUNDY, (Urdu) an Indian irregular soldier [n]'",0.23818439,-2.115669,0.88679975,-1
SEBUNDY,'(Urdu) an Indian irregular soldier [n SEBUNDIES]',0.20823933,-2.0742776,0.9189668,-1
SECTARIAL,"'distinguishing a sect, esp. in India [adj]'",2.1447632,3.4188032,-0.90197045,-1
SEIR,"'(Portuguese) a fish of the mackerel family, found in the eastern coastal waters of India [n -S]'",0.4844302,4.1635838,6.6864586,-1
SEIRS,"'SEIR, (Portuguese) a fish of the mackerel family, found in the eastern coastal waters of India [n]'",0.5251796,4.1519375,6.639522,-1
SEMSEM,"'(Arabic) an East Indian plant, also SESAME, TEEL [n -S]'",-1.5325922,0.63112855,8.905086,39
SEMSEMS,"'SEMSEM, (Arabic) an East Indian plant, also SESAME, TEEL [n]'",-1.5257413,0.629774,8.896507,-1
SENA,"'(Hindi) in India, an army, esp. used of paramilitary organisations representing various castes [n -S]'",2.1976154,0.44029117,0.7207462,60
SENAS,"'SENA, (Hindi) in India, an army, esp. used of paramilitary organisations representing various castes [n]'",2.2372768,0.37449822,0.78452617,-1
SEPHEN,'(Arabic) a large stingray of the Indian Ocean and the Red Sea [n -S]',0.625818,4.05424,6.6069784,-1
SEPHENS,"'SEPHEN, (Arabic) a large stingray of the Indian Ocean and the Red Sea [n]'",0.7011098,4.0712657,6.5207367,-1
SEPOY,'(historical) an Indian soldier [n -S]',0.354542,-1.9685749,0.95270705,-1
SEPOYS,"'SEPOY, (historical) an Indian soldier [n]'",0.35840127,-2.099631,0.93772906,-1
SER,'an Indian unit of weight [n -S]',2.8678987,0.074552014,2.1953683,-1
SERANG,'(Urdu) the boatswain of a Lascar or East Indian crew [n -S]',0.8512162,-2.3142748,1.3334082,-1
SERANGS,"'SERANG, (Urdu) the boatswain of a Lascar or East Indian crew [n]'",0.8569942,-2.3236392,1.3484213,-1
SERS,"'SER, an Indian unit of weight [n]'",2.9883778,-0.031453192,2.217922,-1
SEV,'(Hindi) an Indian food of deep-fried strands of flour [n -S]',-1.4108722,-1.7040293,8.972426,126
SEVS,"'SEV, (Hindi) an Indian food of deep-fried strands of flour [n]'",-1.4484867,-1.6807274,9.026048,-1
SEWAN,"'(Native American) shell beads used by Algonquin Indians as money, also SEAWAN, SEAWANT [n -S]'",-0.43397307,6.7392554,11.092897,12
SEWANS,"'SEWAN, (Native American) shell beads used by Algonquin Indians as money, also SEAWAN, SEAWANT [n]'",-0.42345414,6.779945,11.109409,12
SHALWAR,'(Urdu) loose-fitting trousers worn by both sexes in many parts of Asia [n -S]',-1.3134333,-0.2746781,0.5870273,-1
SHALWARS,"'SHALWAR, (Urdu) loose-fitting trousers worn by both sexes in many parts of Asia [n]'",-1.3464491,-0.23638625,0.6142411,-1
SHAMA,'(Hindi) an Indian millet-like cereal; an Indian songbird [n -S]',1.1385537,-1.5288062,9.924,-1
SHAMAS,"'SHAMA, (Hindi) an Indian millet-like cereal; an Indian songbird [n]'",1.1745648,-1.5453738,9.9520445,-1
SHAMIANA,"'(Hindi) in India, a large tent, awning or canopy, also SHAMIANAH, SHAMIYANAH [n -S]'",-0.30005756,1.0611013,2.6234388,43
SHAMIANAH,"'(Hindi) in India, a large tent, awning or canopy, also SHAMIANA, SHAMIYANAH [n -S]'",-0.29475594,1.0627792,2.612802,43
SHAMIANAHS,"'SHAMIANAH, (Hindi) in India, a large tent, awning or canopy, also SHAMIANA, SHAMIYANAH [n]'",-0.30711257,1.0528162,2.6272962,43
SHAMIANAS,"'SHAMIANA, (Hindi) in India, a large tent, awning or canopy, also SHAMIANAH, SHAMIYANAH [n]'",-0.29484642,1.0553617,2.5994298,43
SHAMIYANAH,"'(Hindi) in India, a large tent or awning, also SHAMIANA, SHAMIANAH [n -S]'",-0.28459126,1.0652504,2.610905,43
SHAMIYANAHS,"'SHAMIYANAH, (Hindi) in India, a large tent or awning, also SHAMIANA, SHAMIANAH [n]'",-0.282119,1.0673653,2.615315,43
SHANTI,"'(Sanskrit) peace, also SHANTIH [n -S]'",2.4165215,3.3106537,-1.1512371,-1
SHANTIH,"'(Sanskrit) peace, also SHANTI [n -S]'",2.3691638,3.395882,-1.1381005,-1
SHANTIHS,"'SHANTIH, (Sanskrit) peace, also SHANTI [n]'",2.426484,3.2800896,-1.1563127,-1
SHANTIS,"'SHANTI, (Sanskrit) peace, also SHANTIH [n]'",2.4504673,3.3205552,-1.2081599,-1
SHASTER,"'(Sanskrit) any of the sacred writings of Hinduism, also SASTRA, SHASTRA [n -S]'",2.2317894,3.9553082,-0.46869746,115
SHASTERS,"'SHASTER, (Sanskrit) any of the sacred writings of Hinduism, also SASTRA, SHASTRA [n]'",2.2255425,3.95068,-0.47597644,115
SHASTRA,"'(Sanskrit) any of the sacred writings of Hinduism, also SASTRA, SHASTER [n -S]'",2.1951003,3.9302301,-0.44151908,115
SHASTRAS,"'SHASTRA, (Sanskrit) any of the sacred writings of Hinduism, also SASTRA, SHASTER [n]'",2.224739,3.9677875,-0.474689,115
SHAYA,"'(Tamil) an Indian plant of the madder family whose root chayroot yields a red dye, also CHAY, CHAYA [n -S]'",0.97443336,1.1833397,7.78199,35
SHAYAS,"'SHAYA, (Tamil) an Indian plant of the madder family whose root chayroot yields a red dye, also CHAY, CHAYA [n]'",0.89553285,1.2471356,7.757285,35
SHEESHA,"'(Urdu) a kind of water-pipe for smoking, aka hookah, also SHISHA [n -S]'",2.9285471,-0.26644027,6.790551,71
SHEESHAS,"'SHEESHA, (Urdu) a kind of water-pipe for smoking, aka hookah, also SHISHA [n]'",2.9624739,-0.23381911,6.760792,71
SHEHNAI,"'(Bengali) a double-reed wind instrument of India, also SHENAI [n -S]'",0.20974459,5.8003225,0.80477417,-1
SHEHNAIS,"'SHEHNAI, (Bengali) a double-reed wind instrument of India, also SHENAI [n]'",0.19890957,5.8419127,0.7638542,-1
SHENAI,"'(Bengali) a double-reed wind instrument of India, also SHEHNAI [n -S]'",0.22269271,5.839775,0.7645263,-1
SHENAIS,"'SHENAI, (Bengali) a double-reed wind instrument of India, also SHEHNAI [n]'",0.20876116,5.8289557,0.7910003,-1
SHEROOT,"'(Tamil) a square-cut cigar, also CHEROOT [n -S]'",2.7993884,-0.34420198,6.905017,-1
SHEROOTS,"'SHEROOT, (Tamil) a square-cut cigar, also CHEROOT [n]'",2.8085616,-0.35413247,6.8980002,-1
SHERWANI,"'(Hindi) in India, a man's knee-length coat buttoning up to the chin [n -S]'",-1.4353799,0.9434655,1.257911,-1
SHERWANIS,"'SHERWANI, (Hindi) in India, a man's knee-length coat buttoning up to the chin [n]'",-1.4384055,0.90689886,1.2206985,-1
SHIKAR,"'(Urdu) to hunt (animal) as sport [v SHIKARRED, SHIKARRING, SHIKARS]'",-0.24123748,-1.5388186,1.7307165,37
SHIKARA,"'(Hindi) a light, flat-bottomed boat in Kashmir [n -S]'",1.4223088,-0.62737226,3.5031998,-1
SHIKARAS,"'SHIKARA, (Hindi) a light, flat-bottomed boat in Kashmir [n]'",1.4525489,-0.67280096,3.5605946,-1
SHIKAREE,"'(Urdu) a hunter, esp. of big game, also SHIKARI [n -S]'",-0.20915823,-1.5319136,1.6515913,37
SHIKAREES,"'SHIKAREE, (Urdu) a hunter, esp. of big game, also SHIKARI [n]'",-0.18127225,-1.5219663,1.6701279,37
SHIKARI,"'(Urdu) a hunter, esp. of big game, also SHIKAREE [n -S]'",-0.21527056,-1.5253935,1.6916449,37
SHIKARIS,"'SHIKARI, (Urdu) a hunter, esp. of big game, also SHIKAREE [n]'",-0.21760283,-1.5231014,1.6978542,37
SHIKARRED,"'SHIKAR, (Urdu) to hunt (animal) as sport [v]'",-0.2451238,-1.5370643,1.7324467,37
SHIKARRING,"'SHIKAR, (Urdu) to hunt (animal) as sport [v]'",-0.2426323,-1.5410175,1.7299254,37
SHIKARS,"'SHIKAR, (Urdu) to hunt (animal) as sport [v]'",-0.22742546,-1.5684537,1.7596042,37
SHIKRA,'(Hindi) a small sparrow hawk [n -S]',1.4842148,3.7182534,5.54905,-1
SHIKRAS,"'SHIKRA, (Hindi) a small sparrow hawk [n]'",1.6396954,3.8213592,5.6156173,-1
SHISHA,"'(Urdu) a kind of water-pipe for smoking, aka hookah, also SHEESHA [n -S]'",2.9601123,-0.23358732,6.7727413,71
SHISHAS,"'SHISHA, (Urdu) a kind of water-pipe for smoking, aka hookah, also SHEESHA [n]'",2.9332318,-0.2622019,6.7860065,71
SHOLA,"'(Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SOLA, SOLAH [n -S]'",-0.73809683,0.9447103,6.7572203,61
SHOLAS,"'SHOLA, (Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SOLA, SOLAH [n]'",-0.74011266,0.9292961,6.706535,61
SHRADDHA,"'(Sanskrit) an offering to the manes of an ancestor, also SRADDHA, SRADHA [n -S]'",2.6906404,2.4830263,-0.18121152,28
SHRADDHAS,"'SHRADDHA, (Sanskrit) an offering to the manes of an ancestor, also SRADDHA, SRADHA [n]'",2.6704528,2.486912,-0.14615525,28
SHRI,"'(Sanskrit) in India, a title of great respect given to a man, also SRI [n -S]'",1.8003604,0.28600934,-0.29455292,-1
SHRIS,"'SHRI, (Sanskrit) in India, a title of great respect given to a man, also SRI [n]'",1.8261802,0.26901725,-0.28634048,-1
SICE,"'(Arabic) a stableman or groom, esp. in India, also SAICE, SYCE [n -S]'",0.78357446,-0.43273214,0.8434873,64
SICES,"'SICE, (Arabic) a stableman or groom, esp. in India, also SAICE, SYCE [n]'",0.76947016,-0.444505,0.8780789,64
SIDDHA,"'(Sanskrit) one who has attained occult power or siddhi, also SIDHA [n -S]'",1.956988,3.9193952,-1.7049206,-1
SIDDHAS,"'SIDDHA, (Sanskrit) one who has attained occult power or siddhi, also SIDHA [n]'",1.9310702,3.89223,-1.7369651,-1
SIDDHI,"'(Sanskrit) in Buddhism, the supernatural powers that come with meditation [n -S]'",2.173569,4.0948887,-1.5557077,-1
SIDDHIS,"'SIDDHI, (Sanskrit) in Buddhism, the supernatural powers that come with meditation [n]'",2.1212547,4.02887,-1.6366893,-1
SIDHA,"'(Sanskrit) one who has attained occult powers or siddhi, also SIDDHA [n -S]'",1.9574822,3.9596152,-1.7436014,-1
SIDHAS,"'SIDHA, (Sanskrit) one who has attained occult powers or siddhi, also SIDDHA [n]'",1.9684477,3.8869166,-1.6786492,-1
SILLADAR,'(Urdu) an irregular cavalryman who provided his own horse and arms [n -S]',-0.055363886,-1.8052214,1.0522404,-1
SILLADARS,"'SILLADAR, (Urdu) an irregular cavalryman who provided his own horse and arms [n]'",0.15429586,-2.060392,0.8955724,-1
SIRCAR,"'(Urdu) the state or government; the authorities, also CIRCAR, SIRKAR [n -S]'",0.44784304,-1.7364821,0.22082698,82
SIRCARS,"'SIRCAR, (Urdu) the state or government; the authorities, also CIRCAR, SIRKAR [n]'",0.4417179,-1.7400218,0.18662983,82
SIRDAR,"'(Urdu) a native chief in Hindostan; a headman, also SARDAR [n -S]'",0.45724073,-2.026327,0.5650744,-1
SIRDARS,"'SIRDAR, (Urdu) a native chief in Hindostan; a headman, also SARDAR [n]'",0.5052773,-2.0971467,0.5952505,-1
SIRKAR,"'(Urdu) the state or government; the authorities, also CIRCAR, SIRCAR [n -S]'",0.46246803,-1.7414321,0.1781594,82
SIRKARS,"'SIRKAR, (Urdu) the state or government; the authorities, also CIRCAR, SIRCAR [n]'",0.44325602,-1.7226897,0.1754052,82
SISSOO,'(Hindi) an Indian timber tree [n -S]',-0.7240082,1.3909742,7.701177,-1
SISSOOS,"'SISSOO, (Hindi) an Indian timber tree [n]'",-0.61032736,1.5811468,7.840681,-1
SITAR,"'(Urdu) an Indian musical instrument, also SITTAR [n -S]'",0.2564129,5.7506576,0.7700207,-1
SITARS,"'SITAR, (Urdu) an Indian musical instrument, also SITTAR [n]'",0.27468517,5.7775974,0.74302286,-1
SITTAR,"'(Urdu) an Indian musical instrument, also SITAR [n -S]'",0.29676363,5.7628446,0.72706103,-1
SITTARS,"'SITTAR, (Urdu) an Indian musical instrument, also SITAR [n]'",0.26770678,5.770065,0.75263214,-1
SMRITI,'(Sanskrit) a class of Hindu sacred literature [n -S]',2.2354212,3.82272,-0.5643696,115
SMRITIS,"'SMRITI, (Sanskrit) a class of Hindu sacred literature [n]'",2.2728777,3.866143,-0.53115433,115
SNAKEWOOD,"'an East Indian climbing plant having a bitter taste, and supposed to be a remedy for the bite of the cobra [n -S]'",0.7039272,2.5932202,8.194879,-1
SNAKEWOODS,"'SNAKEWOOD, an East Indian climbing plant having a bitter taste, and supposed to be a remedy for the bite of the cobra [n]'",0.6879154,2.5702672,8.146307,-1
SNOWSNAKE,'an Indian game in which a straight wooden rod having a weighted head like that of a snake is slid over a smooth field of snow or down specially constructed runways [n -S]',-0.7116389,-1.3347169,3.2041745,-1
SNOWSNAKES,"'SNOWSNAKE, an Indian game in which a straight wooden rod having a weighted head like that of a snake is slid over a smooth field of snow or down specially constructed runways [n]'",-0.69830906,-1.3573085,3.1670647,-1
SOLA,"'(Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SHOLA, SOLAH [n -S]'",-0.73981386,0.9448199,6.749397,61
SOLAH,"'(Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SHOLA, SOLA [n -S]'",-0.7423046,0.9376748,6.732171,61
SOLAHS,"'SOLAH, (Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SHOLA, SOLA [n]'",-0.753853,0.9177939,6.7433705,61
SOLAS,"'SOLA, (Hindi) an Indian plant with a pith used in making tropical hats, aka spongewood, also SHOLA, SOLAH [n]'",-0.74501073,0.929632,6.6964936,61
SOLENODON,"'either of two species of singular West Indian insectivores, allied to the tenrec [n -S]'",0.90370685,3.552104,7.3350916,-1
SOLENODONS,"'SOLENODON, either of two species of singular West Indian insectivores, allied to the tenrec [n]'",0.9140479,3.6003428,7.2613707,-1
SONDELI,'the Indian musk shrew [n -S]',0.6698491,3.7694876,5.827834,-1
SONDELIS,"'SONDELI, the Indian musk shrew [n]'",0.60677063,3.6080081,5.6794844,-1
SONERI,'(Hindi) a cloth of gold [n -S]',-1.3679051,-0.21375926,1.8100587,-1
